"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"OZ Strength & Conditioning","Strength","","1","","2020-01-08","","0","","",""," *01/09/2020 Abigail Snyder: Good workout.*","0.840819418430328","0","","","","93","130","","","0.560889244502444","29.18","6","17","23","4","0","0","0","","","","","","","","","","","","","","3","5"
"DRT T.6","Bike","","1.48333333333333","","2020-01-08","","35491.0390625","193","254","1034.381"," *01/08/2020 Abigail Snyder: Legs still feel pretty fatigued, so I struggled to keep the cadence up. Heart rate felt high during the warm-up, but then leveled out by time I hit the main set.*","1.48500001430511","6.63800001144409","","89","","147","168","","","0.874247532853053","113.11","0","0","0","13","35","42","0","","","","29","13","12","36","0","0","0","","","","7","7"
"Walking","Walk","","","","2020-01-08","","1119.2099609375","","","","","0.24755834043026","1.25600004196167","","47","","109","133","","","0.426377865259289","4.81","0","2","8","5","0","0","0","","","","","","","","","","","","","","",""
"DRT SU.7","Bike","","1.33333333333333","","2020-01-09","","41052.3515625","160","256","771.849"," *01/09/2020 Abigail Snyder: Really didn't want to get up this morning. Hit snooze once, got up, and still almost went back to bed when my knees were achy just walking around. But once I got on the bike, I actually felt pretty good.*","1.33694446086884","8.5290002822876","","95","","132","159","","","0.717076168974926","68.52","0","0","3","33","42","3","0","","","","33","22","23","4","0","0","0","","","","4","5"
"Cycling","Bike","","","","2020-01-09","","21419.359375","89","766","492.056"," *01/10/2020 Abigail Snyder: Just needed to get outside, so rode downtown and then followed around two of my runner friends while they trained... then rode home.*","1.28055560588837","4.64599990844727","","55","","99","165","","","0.753794803072697","72.22","0","21","24","8","7","16","0","","","","52","6","4","3","4","5","2","","","","1","3"
"DRT H.2 (Off-Road)","Bike","","2","","2020-01-11","","39802.7890625","184","399","1359.348"," *01/11/2020 Abigail Snyder: Completely cracked. I was hurting before even hitting the 10-minute efforts. Getting out of the saddle nearly destroyed me. By the last effort, it was all I could do to even kind-of complete it.*","2.04460978507996","5.40700006484985","","80","","156","178","","","0.713760513399145","101.74","0","0","1","2","30","64","26","","","","34","54","20","7","1","0","0","","","","9","7"
"Running","Run","","","","2020-01-11","","1737.28002929688","","","","","0.186225548386574","2.59100008010864","","70","","118","132","","","0.857964790982672","14.55","0","0","1","9","0","0","0","","","","","","","","","","","","","","",""
"DRT Warm Up","Bike","","0.583333333333333","","2020-01-12","","15414.3896484375","171","275","363.893"," *01/12/2020 Abigail Snyder: Felt super easy today. I’m not complaining though.*","0.588611125946045","7.27400016784668","","96","","134","161","","","0.774854328154467","34.95","0","0","3","13","12","8","0","","","","16","5","10","4","0","0","0","","","","1","1"
"OREN: Zone 2-3 Offroad","MTB","This ride should be conducted on an off road surface. Focus is on steady z.2 effort, form, and skills","2.5","","2020-01-12","","9745.740234375","0","0",""," *01/12/2020 Abigail Snyder: Ok, I’m tired now. Thought it would be good to get the last 30 min of riding time in as skills practice so headed downtown. Felt it in my legs when I tried to bunny hop. Overall seemed successful on the skills level anyway—except for hitting my bb when going up a 18” ledge....*","0.801944434642792","3.37599992752075","","0","","130","154","","","0.607896540991768","32.65","0","0","1","24","24","0","0","","","","","","","","","","","","","","1","5"
"Walking","Walk","","","","2020-01-12","","1628.93005371094","","","","","0.333834171295166","1.35500001907349","","49","","107","128","","","0.429030514590561","6.63","0","2","12","6","0","0","0","","","","","","","","","","","","","","",""
"Virtual Activity Cycling","Bike","","","","2020-01-12","","46953.6484375","215","550","991.874"," *01/12/2020 Abigail Snyder: Did the Tour de Zwift stage one with Ken and Marcus. Felt really good. Started around 388 and moved up to 250-ish. Kept power relatively steady except to bridge between groups.*","1.28027772903442","10.1870002746582","","94","","161","174","","","0.92430232657872","108.85","0","0","0","0","7","57","13","","","","6","6","31","23","5","2","1","","","","",""
"OZ Strength & Conditioning","Strength","","1","","2020-01-13","","0","","",""," *01/14/2020 Abigail Snyder: Felt really good again today. 💪🏽*","1.15232372283936","0","","","","88","148","","","0.547695294978976","38.44","20","22","16","9","2","0","0","","","","","","","","","","","","","","3","5"
"Running","Run","","","","2020-01-13","","1693.65002441406","","",""," *01/13/2020 Abigail Snyder: Left foot was cramping randomly, but otherwise felt good*","0.1809933334589","2.59899997711182","","71","","142","167","","","0.866082190563058","14.42","0","0","0","2","5","3","0","","","","","","","","","","","","","","1","3"
"DRT SU.7","Bike","","1.33333333333333","","2020-01-14","","43573.828125","160","254","771.709"," *01/14/2020 Abigail Snyder: The warm-up seemed hard this morning and I didn't quite hit the 128 rpm, but as a whole felt pretty decent.*","1.3377777338028","9.04699993133545","","94","","134","160","","","0.716810007939844","68.14","0","0","1","33","42","6","0","","","","34","22","23","4","0","0","0","","","","5","5"
"Walking","Walk","","","","2020-01-14","","1217.57995605469","","","","","0.289049178361893","1.16999995708466","","43","","103","147","","","0.41349428530632","5.31","0","3","12","2","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-01-14","","16707.69921875","","",""," *01/15/2020 Abigail Snyder: Spinning with Seth & Cody*","1.14722228050232","4.04500007629395","","","","110","161","","","0.603223606608521","46.4","0","12","35","9","7","6","0","","","","","","","","","","","","","","1","5"
"OZ Strength & Conditioning","Strength","","1","","2020-01-15","","0","","",""," *01/15/2020 Abigail Snyder: Feeling strong. Not an extremely heavy/hard workout.*","1.04829859733582","0","","","","102","159","","","0.578343875619411","38.89","6","13","27","11","5","1","0","","","","","","","","","","","","","","3","3"
"Beach Volleyball","Other","","1","","2020-01-15","","0","","","","","1.1046416759491","0","","17","","97","149","","","0.573729237792658","40.38","15","7","31","12","2","0","0","","","","","","","","","","","","","","",""
"DRT T.6","Bike","","1.55","","2020-01-16","","25707.189453125","196","350","1243.399"," *01/16/2020 Abigail Snyder: Struggled picking up my cadence at all this morning. Opted to finish the Alpe since I finished the workout with a mile to go.*","1.75843274593353","4.05999994277954","","254","","146","167","","","0.878344669829559","131.19","0","0","1","11","46","48","0","","","","31","15","17","42","0","0","0","","","","7","5"
"Running","Run","","","","2020-01-16","","1846.31994628906","","",""," *01/16/2020 Abigail Snyder: Got off the bike and took the dog for a run. Legs felt surprisingly good.*","0.1761544495821","2.91100001335144","","73","","146","166","","","0.929032802199354","16.15","0","0","0","0","5","5","0","","","","","","","","","","","","","","3","3"
"DRT H.2 (Off-Road)","Bike","","2","","2020-01-18","","40841.390625","192","363","1385.599"," *01/18/2020 Abigail Snyder: Hard, but so much easier than the same workout last week.*","2.0016667842865","5.66699981689453","","83","","144","168","","","0.745837997740114","110.98","0","0","0","18","59","43","0","","","","27","53","19","12","1","0","0","","","","7","5"
"DRT Warm Up","Bike","","0.583333333333333","","2020-01-19","","6322.89013671875","168","252","269.042"," *01/20/2020 Abigail Snyder: Got on the bike too late to finish before the start of the Zwift Tour*","0.442487806081772","3.96900010108948","","89","","128","160","","","0.779243958516602","25.24","0","0","3","11","10","2","0","","","","13","5","5","4","0","0","0","","","","2","5"
"OREN: Zone 2-3 Offroad","MTB","This ride should be conducted on an off road surface. Focus is on steady z.2 effort, form, and skills","3","","2020-01-19","","10975.8701171875","0","0",""," *01/20/2020 Abigail Snyder: Icy. Rode as hard as I could for the conditions. Mentally, it was huge to get on trails again.*","0.915277779102325","3.33100008964539","","0","","136","158","","","0.635204752864229","40.82","0","0","2","10","35","6","0","","","","","","","","","","","","","","2","5"
"Virtual Activity Cycling","Bike","","","","2020-01-19","","46918.94140625","204","665","1112.306"," *01/20/2020 Abigail Snyder: Legs were just dead. Felt like I couldn’t pick up the pace (power or cadence) at all.* *01/20/2020 Abigail Snyder: Tour de Zwift stage 2*","1.50722217559814","8.64700031280518","","86","","151","172","","","0.896082584580525","120.46","0","0","0","3","13","74","1","","","","11","8","42","22","3","1","1","","","","",""
"OZ Strength & Conditioning","Strength","","1","","2020-01-20","","0","","",""," *01/20/2020 Abigail Snyder: Seemed short, but we did all the normal stuff*","0.807392537593842","0","","","","99","150","","","0.572668186517436","29.19","2","14","25","6","1","0","0","","","","","","","","","","","","","","3","5"
"Zwift - Watopia","Bike","","","","2020-01-20","","8355.5","158","413","184.329"," *01/20/2020 Abigail Snyder: Warm up. Feel a bit sluggish, but otherwise good.*","0.266111111111111","7.19500017166138","","72","","126","161","","","0.803461508223601","17.05","0","3","2","4","7","3","0","","","","8","4","3","3","1","0","0","","","","2","5"
"Zwift - Tour de Zwift: Stage 3 Women's Race (B)","Bike","","","","2020-01-20","","27119.19921875","199","486","639.683"," *01/20/2020 Abigail Snyder: Wanted to not miss Stage 3 of the Tour de Zwift. The race was the shortest option (and best timing). Attempted to hold a high tempo throughout. Cooled down 15-20 min after. Felt ok, but didn't really feel like I had legs to really throw down--even if I would have wanted to. I also didn't want to destroy myself for the week ahead of training. :)*","0.89076030254364","8.45600032806396","","77","","144","163","","","0.883550271392437","65.93","0","0","2","14","5","31","0","","","","14","7","8","15","6","2","0","","","","7","5"
"Running","Run","","","","2020-01-20","","1501.68994140625","","",""," *01/20/2020 Abigail Snyder: Icy. Kept it super easy to avoid falling.*","0.189663618803024","2.19899988174438","","65","","119","138","","","0.777653487040733","12.17","0","1","1","9","0","0","0","","","","","","","","","","","","","","1","5"
"DRT SU.7","Bike","","1.33333333333333","","2020-01-21","","28255.83984375","159","254","771.929"," *01/21/2020 Abigail Snyder: Finally hit the 138 rpm! Felt a bit sluggish in the warm-up, but decent during the spin ups.*","1.34162366390228","5.84999990463257","","96","","133","160","","","0.716066108252001","68.25","0","0","7","23","42","8","0","","","","32","21","23","4","0","0","0","","","","7","5"
"Running","Run","","","","2020-01-21","","1518.63000488281","","",""," *01/21/2020 Abigail Snyder: Dog was out of control. But I felt good.*","0.191574722528458","2.20199990272522","","62","","143","173","","","0.758269854607829","11.71","0","0","1","1","6","4","0","","","","","","","","","","","","","","2","3"
"Beach Volleyball","Other","","1","","2020-01-22","","0","","",""," *01/23/2020 Abigail Snyder: Soooo much better than last week. Passed well and was smashing some spikes!*","0.969929218292236","0","","25","","112","160","","","0.599498463191537","38.58","0","1","32","20","4","1","0","","","","","","","","","","","","","","3","5"
"OZ Strength & Conditioning","Strength","","1","","2020-01-22","","0","","",""," *01/23/2020 Abigail Snyder: Felt strong today.*","0.887005031108856","0","","","","96","148","","","0.562816839487683","31.03","6","17","19","8","2","0","0","","","","","","","","","","","","","","2","3"
"Running","Run","","","","2020-01-22","","1653.61999511719","","","","","0.192225277423859","2.39000010490417","","65","","137","164","","","0.795545752658181","12.93","0","1","0","1","9","1","0","","","","","","","","","","","","","","2","5"
"DRT T.6","Bike","","1.83333333333333","","2020-01-23","","59394.83984375","193","258","1278.59"," *01/23/2020 Abigail Snyder: Felt fatigued coming into this one. Struggled to maintain cadence on 5th interval. There's no way I would have made it at power without ERG mode.*","1.8388888835907","8.97200012207031","","91","","148","168","","","0.871865631135319","139.18","0","0","0","12","48","50","0","","","","32","21","14","44","0","0","0","","","","8","7"
"Cycling","Bike","","","","2020-01-23","","13054.1796875","64","508","247.02","","0.827777802944183","4.38100004196167","","48","","97","147","","","0.596015554046296","28.87","5","25","7","5","8","0","0","","","","37","3","3","2","2","1","0","","","","1","5"
"FD.4.EN","Bike","","2.03333333333333","","2020-01-25","","49364.69921875","193","589","1418.113"," *01/25/2020 Abigail Snyder: The standing was super awkward in erg mode, but out of erg mode, my power spiked WAAAY up and didn't seem sustainable. Not sure which the better option is. Accidentally loaded these as 6 min intervals instead of 4 min. Noticed it too late to easily adjust, so just went with it. Trying out different in-ride fueling. Drank 1 bottle of Osmo, ate a Clif bar and some dried apricots. Something didn't settle well. Stomach discomfort and gas by the end of the workout. The apricots are the only new thing... so probably won't try those again.*","2.03555560112","6.73600006103516","","84","","142","164","","","0.877660321573059","155.89","0","0","0","30","43","50","0","","","","41","17","13","50","0","0","0","","","","7","5"
"DRT T.5","Bike","","2","","2020-01-26","","25015.58984375","210","406","702.769","","0.928055584430695","7.48699998855591","","92","","148","161","","","0.883487032184113","71.88","0","0","0","0","31","25","0","","","","1","8","27","15","3","0","0","","","","",""
"DRT Warm Up","Bike","","0.583333333333333","","2020-01-26","","17122.470703125","161","259","370.534","","0.637397825717926","7.46099996566772","","91","","131","158","","","0.772440801187731","35.65","0","0","4","14","16","4","0","","","","18","6","10","4","0","0","0","","","","",""
"Running","Run","","","","2020-01-26","","1264.31994628906","","",""," *01/26/2020 Abigail Snyder: Just trying to stay upright on all the ice & snow.*","0.167617499828339","2.09500002861023","","66","","138","163","","","0.704850103743772","8.82","0","0","0","2","5","3","0","","","","","","","","","","","","","","1","7"
"Virtual Activity Cycling","Bike","","","","2020-01-26","","9934.98046875","154","268","191.186","","0.343333333730698","8.03800010681152","","91","","130","142","","","0.659845765948549","14.63","0","0","0","11","11","0","0","","","","5","13","3","0","0","0","0","","","","",""
"OZ Strength & Conditioning","Strength","","1","","2020-01-27","","0","","",""," *01/27/2020 Abigail Snyder: Zero motivation today.*","0.774899959564209","0","","","","82","122","","","0.53684296589673","24.58","11","26","7","2","0","0","0","","","","","","","","","","","","","","2","7"
"Running","Run","","","","2020-01-27","","2583.76000976563","","",""," *01/27/2020 Abigail Snyder: Felt good today. Still slippery, but not as sketchy as yesterday. Was able to find a rhythm for the most part.*","0.288266122341156","2.49000000953674","","71","","127","150","","","0.825336978790098","21.07","0","1","1","8","7","0","0","","","","","","","","","","","","","","2","3"
"Cycling","Bike","","","","2020-01-27","","15365.9404296875","69","602","277.314","","0.961111128330231","4.44099998474121","","55","","95","145","","","0.61560286592344","36.39","2","33","11","9","3","0","0","","","","46","4","2","2","1","2","1","","","","",""
"Zwift - NYC","Bike","","","","2020-01-28","","2966.580078125","127","255","56.936","","0.124318331480026","6.62799978256226","","80","","103","133","","","0.580131039650962","3.95","0","0","4","2","0","0","0","","","","5","2","0","0","0","0","0","","","","",""
"Zwift - Tour de Zwift: Stage 5 Short Distance","Bike","","","","2020-01-28","","19694.73046875","167","277","358.936"," *01/28/2020 Abigail Snyder: Kept effort in Z1/2 for the most part. Trying to get all 7 stages of the Tour de Zwift in... without adding training stress. So just spinning the legs. :)*","0.596111118793488","9.17700004577637","","93","","133","148","","","0.715990769410671","30.1","0","0","0","14","23","0","0","","","","6","20","8","2","0","0","0","","","","2","5"
"Running","Run","","","","2020-01-28","","1978.4599609375","","",""," *01/28/2020 Abigail Snyder: Felt really good this morning.*","0.191449984908104","2.87100005149841","","76","","132","160","","","0.924857166725738","17.43","0","0","0","2","8","1","0","","","","","","","","","","","","","","2","3"
"Other","Other","","","","2020-01-28","","0","","",""," *01/28/2020 Abigail Snyder: Staff v Students Basketball :)*","0.256595015525818","0","","31","","110","153","","","0.593665397444784","9.7","2","4","2","2","5","0","0","","","","","","","","","","","","","","2","5"
"Cycling","Bike","","","","2020-01-28","","3597.830078125","0","0","","","0.294166654348373","3.3970000743866","","0","","92","123","","","0.558024526002511","9.84","1","8","7","1","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-01-28","","7006.6298828125","102","546","160.105","","0.371944457292557","5.23299980163574","","59","","113","147","","","0.746495098313941","20.52","0","6","4","6","6","0","0","","","","13","2","3","2","0","1","1","","","","",""
"Beach Volleyball","Other","","1","","2020-01-29","","","","",""," *01/30/2020 Abigail Snyder: Accidentally left my watch at home*","1","","","","","","","","","0.670820393249937","45","","","","","","","","","","","","","","","","","","","","","2","5"
"OZ Strength & Conditioning","Strength","","1","","2020-01-29","","0","","","","","1.03861582279205","0","","","","99","154","","","0.565601561200648","36.84","5","20","22","11","4","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2020-01-29","","1629.9599609375","","",""," *01/29/2020 Abigail Snyder: Not awake at all*","0.177027508616447","2.55800008773804","","70","","143","160","","","0.81790924970317","12.56","0","0","1","0","6","3","0","","","","","","","","","","","","","","2","7"
"SO.5","Bike","","1.44166666666667","","2020-01-30","","45930.51171875","172","715","897.986"," *01/30/2020 Abigail Snyder: I don't think I've sprinted in over a year.... yikes. Otherwise, felt good. Weight is back up, so that's frustrating, but my legs felt fine once I warmed up.*","1.44444441795349","8.83199977874756","","91","","135","173","","","0.878276604758708","111.04","0","0","1","36","36","14","1","","","","39","17","13","15","0","0","1","","","","7","5"
"Cycling","Bike","","","","2020-01-30","","5942.759765625","","","","","0.266666680574417","6.19000005722046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-01-30","","5401.56982421875","","","","","0.224999994039536","6.66900014877319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-01-31","","2631.830078125","0","0","","","0.126944437623024","5.84800004959106","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-01-31","","2412.2900390625","0","0","","","0.106111109256744","6.31500005722046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tour de Zwift Stage 6","Bike","","0.5","","2020-02-01","","16680.01953125","170","337","322.15"," *02/01/2020 Abigail Snyder: Kept it super easy with the exception of the second timed climb... got 3rd place female. :)*","0.524444460868835","8.83399963378906","","96","","132","155","","","0.735455080653735","27.93","0","0","0","14","19","1","0","","","","5","20","5","1","1","0","0","","","","1","5"
"Running","Run","","","2414.01684570313","2020-02-01","","3092.8701171875","","",""," *02/01/2020 Abigail Snyder: Legs felt a bit heavy.*","0.308043897151947","2.78900003433228","","72","","145","182","","","0.919337419806909","28.01","0","1","0","1","10","6","0","","","","","","","","","","","","","","2","7"
"DRT Warm Up","Bike","","0.583333333333333","","2020-02-02","","17948.9609375","166","254","360.697"," *02/02/2020 Abigail Snyder: Seemed hard today.*","0.601930558681488","8.28299999237061","","91","","138","161","","","0.774092822660037","34.78","0","0","1","9","17","9","0","","","","17","5","10","4","0","0","0","","","","3","7"
"Cool Down","Bike","Easy spinning; stretch afterwards.","0.333333333333333","","2020-02-02","","8206.25","126","133","153.764","","0.338888883590698","6.72599983215332","","85","","122","139","","","0.5278128023309","9.24","0","0","0","20","17","0","0","","","","36","0","0","0","0","0","0","","","","1","5"
"Virtual Activity Cycling","Bike","","","","2020-02-02","","47837.19140625","210","432","1336.455"," *02/02/2020 Abigail Snyder: That seemed way harder than it should have. My legs felt heavy. Couldn’t maintain the power I was hoping for. Fueled pre-race with a protein mix. Osmo, dates, rice cake, and a gel during the race.* *02/02/2020 Abigail Snyder: Glutes cramped hard at about halfway for a minute or so, then worked out. Tried to pedal through.*","1.76555550098419","7.52600002288818","","88","","157","167","","","0.886094680389679","137.71","0","0","0","0","6","101","0","","","","3","16","46","30","7","1","0","","","","9","9"
"Cycling","Bike","","","","2020-02-02","","23976.83984375","107","668","808.955"," *02/02/2020 Abigail Snyder: Legs felt great. Handling and position on bike felt really off/awkward. So glad I got out on trails... hoping I’m able to get out a few more times before my first race.*","1.79861116409302","3.70300006866455","","58","","132","163","","","0.737670880199734","99.05","1","2","8","34","46","16","0","","","","64","12","8","6","5","7","4","","","","4","3"
"OZ Strength & Conditioning","Strength","","1","","2020-02-03","","0","","",""," *02/04/2020 Abigail Snyder: Pushed heavier weights than usual and felt great.*","0.905499458312988","0","","","","86","142","","","0.54428030111775","29.65","11","24","8","6","1","0","0","","","","","","","","","","","","","","3","1"
"Cycling","Bike","","","","2020-02-03","","14598.3798828125","139","416","343.535"," *02/03/2020 Abigail Snyder: Dawn Patrol. Commute to school on the road bike in anticipation of a warm commute home this afternoon!*","0.634999990463257","6.38600015640259","","74","","122","140","","","0.701187183437488","31.51","0","1","7","22","9","0","0","","","","13","12","7","4","1","1","0","","","","2","5"
"Cycling","Bike","","","","2020-02-03","","34124.55859375","142","472","763.289"," *02/04/2020 Abigail Snyder: Felt great to get out in shorts!*","1.37861108779907","6.87599992752075","","74","","80","147","","","0.739067545602486","75.11","0","30","9","32","11","0","0","","","","29","22","13","7","4","4","1","","","","3","3"
"Cycling","Bike","","","","2020-02-03","","9843.25","156","437","239.996","","0.40194445848465","6.80299997329712","","76","","122","163","","","0.728408403885511","20.9","0","0","4","17","2","0","0","","","","5","9","5","2","1","0","0","","","","",""
"Running","Run","","","","2020-02-04","","3815.3701171875","","",""," *02/04/2020 Abigail Snyder: Ran shirtless!*","0.410851955413818","2.57999992370605","","71","","147","165","","","0.855373409087239","32.57","0","0","0","2","7","15","0","","","","","","","","","","","","","","1","3"
"Cycling","Bike","","","","2020-02-04","","14461.259765625","118","861","588.421"," *02/05/2020 Abigail Snyder: Following Seth around during his training run. Some muddy spots on the trail. Mostly good.*","1.15361106395721","3.48200011253357","","57","","121","160","","","0.740737290115416","62.37","0","3","16","29","18","2","0","","","","39","9","5","4","3","4","5","","","","2","5"
"Cycling","Bike","","","","2020-02-04","","2704.97998046875","134","452","76.454","","0.14194443821907","5.30399990081787","","65","","","","","","0.76491289464196","7.78","","","","","","","","","","","4","2","1","1","1","0","0","","","","","5"
"OZ Strength & Conditioning","Strength","","1","","2020-02-05","","0","","",""," *02/05/2020 Abigail Snyder: I struggled today. Tired going in. No motivation. Couldn’t finish my last upper body set. Total bonk. Maybe because poor sleep... maybe because I didn’t eat any kind of snack after lunch?*","0.962611377239227","0","","","","91","144","","","0.544318751494213","31.57","4","35","11","6","1","0","0","","","","","","","","","","","","","","4","9"
"Beach Volleyball","Other","","1","","2020-02-05","","0","","",""," *02/06/2020 Abigail Snyder: Legs are tired. Didn’t care if I won or lost*","0.780639469623566","0","","20","","96","150","","","0.561548720973417","27.1","0","22","20","5","0","0","0","","","","","","","","","","","","","","2","7"
"DRT T.3","Bike","","1.5","","2020-02-05","","25260.419921875","189","257","1040.446"," *02/05/2020 Abigail Snyder: Had to count down the last 8 minutes of the second threshold block just to keep myself pushing. Couldn't hold the cadence goal for either one... Not sore, just fatigued. Wednesdays are early mornings for school, which makes these workouts soooo early in the morning. But hey, it's finished and time for breakfast! :)*","1.52222228050232","4.60900020599365","","90","","140","163","","","0.865511378091361","113.18","0","1","1","26","31","32","0","","","","27","17","13","34","0","0","0","","","","8","7"
"EN: Trainer/Road Zone 2/3 (Stage 7 Tour de Zwift)","Bike","","1.5","","2020-02-06","","42097.51171875","163","345","900.205"," *02/06/2020 Abigail Snyder: I'm glad that was an easy ride today. Stayed mostly in the zone 2 end of that.*","1.53055334091187","7.6399998664856","","90","","124","144","","","0.712547020853788","76.04","0","0","3","74","15","0","0","","","","16","50","17","5","1","0","0","","","","3","7"
"Cycling","Bike","","","","2020-02-06","","2668.5","0","0","","","0.173611104488373","4.26999998092651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-02-07","","2537.03002929688","0","0","","","0.131388887763023","5.44899988174438","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2020-02-07","","2612.830078125","121","389","65.135","","0.136944442987442","5.27600002288818","","61","","","","","","0.749761978231571","7.29","","","","","","","","","","","5","1","1","0","0","1","0","","","","",""
